"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1773722724575375736","Fri Mar 29 14:43:46 +0000 2024","0","Baru mau sedih udah ngakak aja Anjirlah sistem zonasi https://t.co/PHuLIboSNc","1773722724575375736","https://pbs.twimg.com/media/GJ2HargaIAA_cR2.jpg","","in","Bogor","0","0","0","https://x.com/Yagami_Reni/status/1773722724575375736","363744858","Yagami_Reni"
"1773716271600951645","Fri Mar 29 14:18:07 +0000 2024","0","anjay sisi lain sistem zonasi","1773716271600951645","","","in","she / her 🍓🏳️‍🌈| no ss !!","0","0","0","https://x.com/nomiinstudio/status/1773716271600951645","1104561741910831105","nomiinstudio"
"1773695388031082599","Fri Mar 29 14:13:10 +0000 2024","2","@tanyakanrl Eh bener lagi gak diterima. Maaf ya kak wkwk malah aku yg nyess krn dia minta maaf it's not your fault masuk sekolah jelek grgr sistem zonasi yg dzalim itu Btw adikku udh kuliah di akuntansi undip. I know dia pintar since the beginning sial aja SMA nya jelek ehehe","1773715025003471161","","mahasiswee","in","","0","0","0","https://x.com/mahasiswee/status/1773715025003471161","1159600806200352769","mahasiswee"
"1773646867651265009","Fri Mar 29 09:43:10 +0000 2024","0","Dengan beberapa modifikasi terutama ramah disabilitas. Anggarkan per bus Rp 5M dan armadanya 35 per kecamatan dengan rincian 30 aktif 5 cadangan. Kenapa per kecamatan? Karena sistem zonasi. Jadi butuh 420 Bus Sekolah. Biayanya sekitar Rp 2.1T. Masih tersisa Rp 33.5T https://t.co/xvVxmNaupy","1773647076418572447","https://pbs.twimg.com/media/GJ1Cnc2bwAA9JIn.jpg","FMNovendra","in","Indonesia","0","1","0","https://x.com/FMNovendra/status/1773647076418572447","971310080049197056","FMNovendra"
"1773198328257269998","Thu Mar 28 18:02:10 +0000 2024","1","@bukanaila @sbmptnfess Sans itu belom tentu bener soalnya gw liat liat komennya banyak yg dari sekolah top trus ga keterima tahun ini banyak padahal taun lalu banyak keterima ini bisa jadi gegara peralihan dari sistem ppdb masuk sma nya yg diganti jadi 50% zonasi jd kualitasnya udah beda jauh ama dulu","1773410266690261439","","bukanaila","in","Osaka-shi Konohana-ku, Osaka","0","1","0","https://x.com/nyenyenyesrr/status/1773410266690261439","1525784754741989376","nyenyenyesrr"
"1773321026547671535","Thu Mar 28 16:01:48 +0000 2024","0","@akunbbn Wkwk emang sistem zonasi?","1773379973317054834","","akunbbn","in","FUB free, M.I.A.","0","1","0","https://x.com/storlard/status/1773379973317054834","790052680890658816","storlard"
"1773145490344849792","Thu Mar 28 11:36:04 +0000 2024","22","@rhdinsky @sbmptnfess Iyaa btull aku as anak jogja malah lebih suka sistem rapot dan ujian(aspd un dll) dibanding zonasi KEK AKHHHH ZONASI MENYEBALKAN KEKK LEBIH IKHLAS UJIANNNN","1773313101322187084","","rhdinsky","in","","0","0","0","https://x.com/aku_permenk0p1/status/1773313101322187084","1313572065434193920","aku_permenk0p1"
"1773305718147277031","Thu Mar 28 11:06:44 +0000 2024","0","Setiap melakukan perubahan kebijakan di bidang pendidikan pemerintah selalu abai kondisi di lapangan. Mereka hny memberi komando dari kantor tanpa memetakan kondisi sesungguhnya di sekolah sekolah. Sistem zonasi tp sekolah tak di bangun. Hadeh.... https://t.co/sovQJqYj17","1773305718147277031","","","in","","0","0","0","https://x.com/SimbolonBilma/status/1773305718147277031","1551434984371564546","SimbolonBilma"
"1773266275009167715","Thu Mar 28 08:30:00 +0000 2024","0","Disdik Tulungagung Ajukan Satu Lembaga SMPN Respons Keluhan Wali Murid Soal Minusnya Sistem Zonasi https://t.co/CX43NsTEBq","1773266275009167715","","","in","Tulungagung, Indonesia","0","0","0","https://x.com/ratunews/status/1773266275009167715","2388702902","ratunews"
"1773260373019201898","Thu Mar 28 08:06:33 +0000 2024","0","pak @prabowo kalau nanti sudah dilantik tolong hapuskan sistem zonasi untuk sekolah negeri atau kualitas guru ditingkatkan masa adik saya minta raport untuk daftar ulang saja disuruh bolak balik ke rumahnya. hari kamis bukan tgl merah tapi gak datang ke sekolah tapi nyuruh","1773260373019201898","","","in","Bekasi, Jawa Barat","0","1","0","https://x.com/_chocochipsbb/status/1773260373019201898","1166699029666775040","_chocochipsbb"
"1773171019273875824","Thu Mar 28 06:25:12 +0000 2024","0","@bebebibubu padahal dl masuknya pake sistem zonasi yaah apa anak yg rumahnya deket deket padma pinter semua yak","1773234867934806261","","bebebibubu","in","","0","0","0","https://x.com/hantu_______/status/1773234867934806261","1218272962408665088","hantu_______"
"1772952620954464483","Thu Mar 28 02:22:34 +0000 2024","0","@oventerbang Emang bisa om pindah ke sekolah negeri sementara diawal masuk aja susah karena sistem zonasi.","1773173806791536671","","oventerbang","in","Gunung Loemboeng Sekeseler","0","1","0","https://x.com/DayatNaga4/status/1773173806791536671","952726806376865792","DayatNaga4"
"1773136247852003798","Thu Mar 28 01:22:49 +0000 2024","1","@HatsuyukiKuro TBH sistem zonasi bisa jalan kalo: sekolah uda merata fasilitas dan staffnya sekolah cukup banyak untuk menampung murid Padahal kan belom rata masih ada istilah sekolah favorit lah sekolah banyak undangan lah T_T","1773158773307113606","","HatsuyukiKuro","in","","0","1","0","https://x.com/Simpupitubah/status/1773158773307113606","1361918835926867973","Simpupitubah"
