"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1868949631377531362","Tue Dec 17 12:50:53 +0000 2024","8","@txtfromjogja Sebenarnya soal KTP beda wilayah walaupun adik kakak masih wajar aja. Kalau sekolah kan ada zona2an bisa jadi mereka sekolah di tempat yg berbeda dan ngejar sekolah favorit beda wilayah dan banyak kan yg numpang KK karena sistem zonasi ini? Pas udah kuliah KTP gak diubah.","1869002325572145621","","txtfromjogja","in","Jakarta Capital Region","0","0","0","https://x.com/ketikanjadiduit/status/1869002325572145621","1263775473487626241","ketikanjadiduit"
"1868858926693060653","Tue Dec 17 11:22:52 +0000 2024","0","@Gerindra Sekalian min sistem zonasi di manfaatkan oleh oknum...bayar masuk sekolah...","1868980175133938091","","Gerindra","in","Indonesia tercinta","0","0","0","https://x.com/Raden_Mas_Budi/status/1868980175133938091","820978803891576835","Raden_Mas_Budi"
"1868931388965331442","Tue Dec 17 08:09:00 +0000 2024","0","Komisi X DPR RI Evaluasi Sistem PPDB 2025 Karmila Sari Soroti Isu Zonasi dan Pemerataan Sekolah https://t.co/7jSWUWIrS1","1868931388965331442","","","in","Pekanbaru Riau","0","0","0","https://x.com/GoRiauCom/status/1868931388965331442","1632918924","GoRiauCom"
"1868633503228666084","Tue Dec 17 04:17:33 +0000 2024","1","@ari_surv @tanyarlfes masalahnya ga semua tempat ada sekolah negeri ditambah dengan sistem zonasi. di daerah ku semenjak ada zonasi mau masuk SMAN jadi susah karena di area kita tidak ada SMAN. akhirnya apa? ya terpaksa ke sekolah swasta. layanan pendidikan aja ga rata","1868873140631486971","","ari_surv","in","","0","0","0","https://x.com/cattanyadong/status/1868873140631486971","1845150164765507585","cattanyadong"
"1868860156098101438","Tue Dec 17 03:25:57 +0000 2024","0","Inilah bedanya portugis dan spanyol dengan inggris dan belanda. Inggris dan belanda tidak ikut campur zonasi politik keyakinan dan sistem sosial daerah operasional kerja mereka. Mereka mostlu berbisnis lalu daerah2 tadi jadi vassal ke UK dan Belanda.","1868860156098101438","","","in","","0","0","0","https://x.com/MoehB21154/status/1868860156098101438","1684221916180271104","MoehB21154"
"1868682600359075972","Tue Dec 17 03:01:10 +0000 2024","0","@mgwpkirin @WongeNjowo @HabisNontonFilm Owh mungkin level ny udh beda dr negeri yg lain krn di daerah ku jg ad SMAN 5 (jelas negeri) tp sistem pndftrnny dan kurikulumny beda dgn sekolah lain. Sklh ini jg gak pkai sistem zonasi benar2 sperti berdiri sendiri jd klu ad perlombaan trus mreka menang wajar","1868853918215946363","","mgwpkirin","in","— she/her","0","0","0","https://x.com/VRalinsapark/status/1868853918215946363","707890715527766016","VRalinsapark"
"1868832847353856182","Tue Dec 17 01:45:49 +0000 2024","0","@ladakx Pake sistem wantutri bukan zonasi","1868834954622455874","","ladakx","in","All E-wallet","0","0","0","https://x.com/bunyiin/status/1868834954622455874","1344415968286576640","bunyiin"
"1868831793144906081","Tue Dec 17 01:33:40 +0000 2024","0","@AR_AnindyaJKT48 Kok pke sistem zonasi gitu","1868831896710660237","","AR_AnindyaJKT48","in","Isekai ","0","0","0","https://x.com/kiky_ajg/status/1868831896710660237","1683804661202161673","kiky_ajg"
"1868814617243197867","Tue Dec 17 00:33:02 +0000 2024","0","@detikcom @detik_edu Pastilah dilanjutkan.. cuma sistem nya bagaimana... ? apa zonasi.. atau ada sistem yng. baru..","1868816640458346701","","detikcom","in","Kota Bengkulu, Bengkulu","0","0","0","https://x.com/gigarek8/status/1868816640458346701","3229374943","gigarek8"
"1868600933778890966","Mon Dec 16 10:24:35 +0000 2024","0","@tita_titania_ Tidak berlaku semenjak ada sistem zonasi sekolah negeri semua sama2 hancurnya","1868603121431392407","","tita_titania_","in","","0","1","0","https://x.com/danteth3c4t/status/1868603121431392407","173160199","danteth3c4t"
"1868512273150738816","Mon Dec 16 10:04:32 +0000 2024","0","@cnbcindonesia Oh itu makanya @gibran_tweet bersikeras hapuskan sistem ZONASI meskipun tidak cukup kuat alasan lain seperti ancaman sekolah swasta bisa tutup. Menghapus zonasi = unefisiensi dan jadi beban tambahan keuangan.","1868598074991583627","","cnbcindonesia","in","Monterey, CA","0","0","0","https://x.com/CoffeL0ver/status/1868598074991583627","1777551144124071937","CoffeL0ver"
"1867912273857216820","Sun Dec 15 09:12:25 +0000 2024","1","@mbahtejo @uyoktweet lah ngapain bingung skrg yg udh sistem zonasi aja banyak yg beli bangku kok wkwkwkwk apalg di daerah kabupaten/perkampungan gitu sekolah yg butuh murid bukan murid yg butuh sekolah","1868222573055795612","","mbahtejo","in","","1","0","0","https://x.com/ayunk194/status/1868222573055795612","1360021806581620736","ayunk194"
"1868102169427415284","Sun Dec 15 02:03:03 +0000 2024","0","@Abe_Mukti Sistem zonasi dimanfaatkan oknum .. bayar pak","1868114517080903788","","Abe_Mukti","in","Indonesia tercinta","0","0","0","https://x.com/Raden_Mas_Budi/status/1868114517080903788","820978803891576835","Raden_Mas_Budi"
"1868094264753963311","Sun Dec 15 00:42:34 +0000 2024","2","Jangan jangan alasan pemerataan kesempatan kerja JKW gagal karena SKCK mesti dibikin di domisili asal. Ini mah jadinha kayak sistem Zonasi njir.","1868094264753963311","","","in","Jakarta","0","0","1","https://x.com/Engayneering/status/1868094264753963311","746757772495093760","Engayneering"
"1867590733236253072","Sat Dec 14 23:22:04 +0000 2024","8","@akiyama1403 @alfiyaahhh @Arcane_Bean @Heraloebss Sdm di rubah ya dari pemerinth nya dulu mesti kerja njir! Benerin itu sistem pendidikan hapus zonasi rubah cara ngajar nya sbg nya!","1868074004877348906","","akiyama1403","in","Yogyakarta, Indonesia","0","1","0","https://x.com/saltyaaA/status/1868074004877348906","1062052472460521472","saltyaaA"
"1867733932214829557","Sat Dec 14 05:31:38 +0000 2024","6","@koganenohikari @BudiBukanIntel Yang tidak efisien titik-titik tersebut tersebar sehingga tidak efektif. Tidak ada regulasi yg ngatur agar terbentuk komplek² tertentu saja. Biaya trayek transum jadi lebih mahal. Contoh: kalo urusan pemukiman dan perumahan tertata maka sekolah sistem zonasi jadi efektif.","1867804623366762573","","koganenohikari","in","yogyakarta","0","0","0","https://x.com/GojekMilangKori/status/1867804623366762573","1106062688889667585","GojekMilangKori"
"1867763698552721676","Sat Dec 14 02:54:53 +0000 2024","0","Gamifikasi = gaming + fication Alias sistem leveling (pelevelan) ini sudah sejak lama diberlakukan. Bahkan sistem zonasi antar paket maupun makanan juga diterapkan sebagai skema untuk mendapatkan tarif murah yang diberikan ke driver.","1867765175849562529","","wibowo_choir","in","","0","1","0","https://x.com/wibowo_choir/status/1867765175849562529","1439092285770113027","wibowo_choir"
"1867562375895035911","Sat Dec 14 02:33:43 +0000 2024","0","@Abe_Mukti Jadi bagaimana Bapak Menteri sistem zonasi akan dihapus kah?","1867759844998230431","","Abe_Mukti","in","","0","0","0","https://x.com/PurnomoSidi1908/status/1867759844998230431","1722813775315906560","PurnomoSidi1908"
"1867606842320318661","Fri Dec 13 16:36:23 +0000 2024","0","Saya harap pemerintah melanjutkan sistem zonasi ini. Meski awal implementasi banyak rintangan. Saya yakin sistem zonasi ini lebih banyak baiknya untuk meningkatkan mutu pendidikan anak Indonesia.","1867609521994039464","","ranggana1990","in","Missouri, USA","0","0","0","https://x.com/ranggana1990/status/1867609521994039464","1721596471324360704","ranggana1990"
"1867606842320318661","Fri Dec 13 16:33:14 +0000 2024","0","Sistem zonasi juga bagus untuk pemerataan pendidikan anak Indonesia. Selama ini masyarakat kurang mampu menyekolahkan anaknya di sekolah tertentu. Padahal lingkungan mempengaruhi pola pikir siswa. Dengan sistem zonasi anak pintar bisa beri pengaruh baik ke anak lain.","1867608728901661181","","ranggana1990","in","Missouri, USA","0","1","0","https://x.com/ranggana1990/status/1867608728901661181","1721596471324360704","ranggana1990"
"1867606842320318661","Fri Dec 13 16:28:55 +0000 2024","0","Sistem zonasi sangat baik untuk menghapus persepsi sekolah favorit di Indonesia. Meski saya perhatikan sebagian besar masyarakat/orang tua siswa tetap ingin ada dikotomi sekolah favorit/tidak favorit. Alasannya mungkin karena gengsi.","1867607643772125303","","ranggana1990","in","Missouri, USA","0","1","0","https://x.com/ranggana1990/status/1867607643772125303","1721596471324360704","ranggana1990"
"1867545226082234538","Fri Dec 13 12:20:53 +0000 2024","0","Rencana Penghapusan Sistem Zonasi Disdikbud Kutim Tunggu Putusan Final #BNetwork https://t.co/kTOjWs1zhG","1867545226082234538","","","in","Jakarta","0","0","0","https://x.com/Beritasatu/status/1867545226082234538","154102750","Beritasatu"
