"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1851120892556034169","Tue Oct 29 05:19:33 +0000 2024","0","@monitordaycom Berharap Prof @Abe_Mukti mengevaluasi dan membatalkan sistem zonasi yang merugikan banyak siswa.","1851131739814650262","","monitordaycom","in","","0","0","0","https://x.com/ItsMe_RBH/status/1851131739814650262","1111848792767107073","ItsMe_RBH"
"1851091330489073961","Tue Oct 29 02:49:56 +0000 2024","0","6. PPDB. Sistem yang sekarang harus ditinjau ulang. Setiap tahun hampir selalu ada kericuhan. Zonasi bagus tetapi lokasi-lokasi sekolah harus dipertimbangkan. Kemendagri dan Kepala Daerah harus dilibatkan penuh.","1851094087262257329","","agungtrainer","in","","0","1","0","https://x.com/agungtrainer/status/1851094087262257329","375877270","agungtrainer"
"1850936849906229436","Mon Oct 28 16:30:25 +0000 2024","0","@munvess gimana menurutmu tentang sistem pendidikan zonasi?","1850938180931027129","","munvess","in","naomi adeline.","0","0","0","https://x.com/naouron/status/1850938180931027129","1827382302458232832","naouron"
"1850928477895319954","Mon Oct 28 15:51:52 +0000 2024","0","Zonasi PPDB akan lebih efektif jika jumlah sekolah di setiap daerah seimbang. Farhan ingin Bandung memenuhi standar ini agar sistem zonasi berjalan baik. #FarhanWin https://t.co/jd8Wadevjx https://t.co/yKB3HZe533","1850928477895319954","https://pbs.twimg.com/media/Ga_RbfhbwAAxPZt.png","","in","","0","0","0","https://x.com/fajyaraditya/status/1850928477895319954","2242499048","fajyaraditya"
"1850909211309539548","Mon Oct 28 14:35:18 +0000 2024","0","Pak Menteri ( @Abe_Mukti ) mohon unt ditinjau kembali terkait kebijakan sistem zonasi pd penerimaan peserta didik baru dan pemberlakuan kembali sistem PPDB berdasarkan Nilai Ebtanas Murni agar dpt memotivasi peserta didik lebih giat &amp; rajin belajar","1850909211309539548","","","in","","0","0","0","https://x.com/Bunga62496/status/1850909211309539548","1804924877528522752","Bunga62496"
"1850904931844202885","Mon Oct 28 14:18:30 +0000 2024","0","Solusi zonasi PPDB oleh Farhan: ajukan review peraturan dan perbanyak SMP negeri dengan sistem pembangunan sekolah vertikal. #FarhanWin","1850904981941198914","","inspirasi_koe","in","","0","1","0","https://x.com/inspirasi_koe/status/1850904981941198914","355302143","inspirasi_koe"
"1850901624098890064","Mon Oct 28 14:05:09 +0000 2024","0","Sistem zonasi =&gt; kebijakan sosialis =&gt; sama rasa sama rata Jelas kebijakan yg tidak disukai oleh kelas menengah atas (privileged people).","1850901624098890064","","","in","","0","0","0","https://x.com/Yusuf69911010/status/1850901624098890064","583911331","Yusuf69911010"
"1850883235817181205","Mon Oct 28 12:52:05 +0000 2024","0","realisasiin dlu kesejahteraan guru nya setelah mendapat feedback dri hal tersebut baru diperbanyak jumlah sekolah nya perbaiki juga sistem pendidikan nya. Sistem zonasi tuh mau ga mau harus nerima semua jenis murid lebih sulit pengklasifikasian nya jadi buat standar yg bagus.","1850883235817181205","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/leosalteregos/status/1850883235817181205","1458480221909241856","leosalteregos"
"1850879428940972542","Mon Oct 28 12:42:46 +0000 2024","0","Tanya kenapa? Katanya default pengajaran sekolah negeri terkesan apa adanya dg banyak kekurangan yang tak kunjung diperbaiki misal: 1. Kualitas pengajar 2. Infrastruktur kurang memadai 3. Sistem zonasi tdk tersebar merata 4. Lingkungan tidak kondusif untuk berpikir&amp;bernalar","1850880891922661835","","Nizarina","in","Japan","0","1","0","https://x.com/Nizarina/status/1850880891922661835","449638636","Nizarina"
"1850861460572033508","Mon Oct 28 11:25:34 +0000 2024","1","Debat Kedua Pilkada Jakarta 3 Cawagub Kompak Sebut DKI Masih Butuh Sistem Zonasi Sekolah https://t.co/r6GsTABzfQ #TempoTekno","1850861460572033508","","","in","Indonesia","1","1","0","https://x.com/tempodotco/status/1850861460572033508","18129942","tempodotco"
